id,label,blue_border_count,red_count,border_brightness,brightness,output
cat/0514.jpg,cat,96,0,192.134375,201.2001953125,automobile
cat/0272.jpg,cat,138,0,177.703125,137.8232421875,cat
cat/0925.jpg,cat,97,0,197.35625,147.80859375,truck
cat/0931.jpg,cat,305,0,99.625,108.451171875,cat
cat/0919.jpg,cat,251,0,123.015625,121.041015625,cat
cat/0058.jpg,cat,343,0,163.965625,130.8046875,cat
cat/0702.jpg,cat,0,0,167.478125,134.8857421875,cat
cat/0064.jpg,cat,268,0,84.690625,103.9140625,bird
cat/0070.jpg,cat,48,0,78.8,74.9384765625,cat
cat/0716.jpg,cat,171,0,81.0625,96.4892578125,cat
cat/0066.jpg,cat,0,0,106.43125,108.806640625,deer
cat/0700.jpg,cat,608,0,122.315625,96.5458984375,cat
cat/0714.jpg,cat,42,0,208.903125,136.375,dog
cat/0072.jpg,cat,81,0,117.009375,121.2373046875,dog
cat/0728.jpg,cat,196,0,164.853125,148.52734375,cat
cat/0099.jpg,cat,3,0,104.134375,87.8349609375,frog
cat/0927.jpg,cat,0,0,94.2625,96.75390625,cat
cat/0933.jpg,cat,118,0,118.45,94.51171875,deer
cat/0502.jpg,cat,25,0,126.465625,124.2685546875,dog
cat/0264.jpg,cat,0,0,81.409375,135.138671875,cat
cat/0270.jpg,cat,0,0,142.875,88.3359375,cat
cat/0516.jpg,cat,0,0,196.40625,131.4169921875,cat
cat/0258.jpg,cat,0,0,189.81875,176.9248046875,cat
cat/0476.jpg,cat,26,0,79.109375,73.0087890625,frog
cat/0310.jpg,cat,1,0,177.040625,169.5478515625,cat
cat/0304.jpg,cat,128,0,103.865625,114.5263671875,dog
cat/0462.jpg,cat,0,0,144.103125,171.322265625,airplane
cat/0338.jpg,cat,0,0,152.146875,140.697265625,cat
cat/0489.jpg,cat,170,1,132.828125,141.3369140625,truck
cat/0112.jpg,cat,46,0,100.378125,86.5615234375,cat
cat/0674.jpg,cat,1,0,125.15,124.8828125,frog
cat/0660.jpg,cat,0,0,62.125,67.0107421875,frog
cat/0106.jpg,cat,514,0,153.925,167.4970703125,dog
cat/0890.jpg,cat,98,0,126.684375,125.6513671875,dog
cat/0648.jpg,cat,0,0,41.740625,90.8671875,bird
cat/0884.jpg,cat,151,0,160.834375,151.6279296875,cat
cat/0853.jpg,cat,0,0,114.878125,114.91015625,cat
cat/0847.jpg,cat,0,0,138.0,131.7548828125,bird
cat/0846.jpg,cat,9,0,135.15,126.3681640625,dog
cat/0852.jpg,cat,133,0,164.75,112.201171875,bird
cat/0885.jpg,cat,41,0,133.96875,103.6923828125,cat
cat/0649.jpg,cat,525,0,166.253125,180.4375,cat
cat/0891.jpg,cat,28,0,87.28125,86.009765625,bird
cat/0661.jpg,cat,69,0,91.85625,109.611328125,dog
cat/0107.jpg,cat,65,0,137.65,130.69140625,cat
cat/0113.jpg,cat,1,0,148.953125,135.8818359375,frog
cat/0675.jpg,cat,187,0,157.65625,140.4501953125,cat
cat/0488.jpg,cat,116,0,160.28125,138.9873046875,cat
cat/0339.jpg,cat,64,0,134.634375,117.4296875,dog
cat/0305.jpg,cat,0,0,57.15625,57.6318359375,frog
cat/0463.jpg,cat,184,0,161.29375,139.5,cat
cat/0477.jpg,cat,174,0,55.521875,85.2763671875,dog
cat/0311.jpg,cat,233,0,142.834375,133.6015625,dog
cat/0259.jpg,cat,309,11,163.4375,155.00390625,cat
cat/0271.jpg,cat,0,0,170.3,162.8701171875,cat
cat/0517.jpg,cat,271,0,133.65625,117.37109375,cat
cat/0503.jpg,cat,461,0,28.40625,65.0751953125,cat
cat/0265.jpg,cat,62,0,90.565625,112.5009765625,dog
cat/0932.jpg,cat,0,0,113.090625,106.548828125,deer
cat/0098.jpg,cat,229,0,153.615625,142.384765625,bird
cat/0926.jpg,cat,269,0,141.409375,119.865234375,cat
cat/0729.jpg,cat,18,0,128.3875,138.4951171875,dog
cat/0715.jpg,cat,124,0,144.15625,110.9833984375,cat
cat/0073.jpg,cat,156,0,154.759375,125.751953125,dog
cat/0067.jpg,cat,0,0,108.7625,99.1982421875,frog
cat/0701.jpg,cat,0,100,77.2375,104.283203125,automobile
cat/0739.jpg,cat,0,0,68.459375,113.578125,cat
cat/0705.jpg,cat,115,0,69.84375,80.427734375,cat
cat/0063.jpg,cat,19,0,120.896875,99.947265625,bird
cat/0077.jpg,cat,163,0,201.9,173.9453125,cat
cat/0711.jpg,cat,0,0,28.70625,50.703125,dog
cat/0922.jpg,cat,83,0,149.984375,109.2626953125,cat
cat/0088.jpg,cat,16,0,85.978125,94.248046875,cat
cat/0936.jpg,cat,122,0,2.8,20.388671875,dog
cat/0249.jpg,cat,0,0,118.953125,114.4794921875,cat
cat/0261.jpg,cat,0,0,174.99375,147.1337890625,dog
cat/0507.jpg,cat,134,0,78.01875,71.154296875,cat
cat/0513.jpg,cat,316,0,112.35625,112.2626953125,cat
cat/0275.jpg,cat,9,0,134.646875,117.6240234375,deer
cat/0329.jpg,cat,214,0,170.034375,147.6064453125,dog
cat/0315.jpg,cat,117,0,109.5,92.5224609375,cat
cat/0473.jpg,cat,0,0,33.78125,44.046875,cat
cat/0467.jpg,cat,165,0,102.421875,120.9609375,bird
cat/0301.jpg,cat,105,0,154.215625,159.05859375,bird
cat/0498.jpg,cat,0,0,65.15625,88.5556640625,dog
cat/0895.jpg,cat,0,0,42.03125,80.822265625,cat
cat/0881.jpg,cat,147,0,143.9125,134.00390625,cat
cat/0659.jpg,cat,56,0,135.70625,121.888671875,cat
cat/0671.jpg,cat,133,0,169.184375,127.2490234375,cat
cat/0117.jpg,cat,23,0,140.05,134.1689453125,deer
cat/0103.jpg,cat,260,0,83.6,90.1904296875,cat
cat/0665.jpg,cat,134,0,85.134375,83.5517578125,bird
cat/0856.jpg,cat,2,0,153.74375,146.72265625,bird
cat/0842.jpg,cat,26,0,147.45625,111.4912109375,cat
cat/0843.jpg,cat,0,0,158.709375,163.8701171875,frog
cat/0857.jpg,cat,0,0,116.746875,129.1923828125,frog
cat/0102.jpg,cat,28,0,84.25625,101.984375,cat
cat/0664.jpg,cat,0,0,153.940625,134.9970703125,cat
cat/0670.jpg,cat,128,0,138.484375,102.53125,cat
cat/0116.jpg,cat,0,0,122.178125,130.125,cat
cat/0658.jpg,cat,0,0,116.353125,116.8115234375,dog
cat/0880.jpg,cat,204,0,72.771875,97.3837890625,dog
cat/0894.jpg,cat,29,0,161.034375,138.126953125,cat
cat/0499.jpg,cat,28,0,79.6,74.8291015625,frog
cat/0466.jpg,cat,0,0,128.096875,118.8740234375,automobile
cat/0300.jpg,cat,105,0,151.215625,129.2587890625,cat
cat/0314.jpg,cat,1,0,164.84375,134.1943359375,cat
cat/0472.jpg,cat,52,0,111.3375,105.5556640625,horse
cat/0328.jpg,cat,3,0,94.75,101.76171875,cat
cat/0512.jpg,cat,39,0,92.80625,82.25390625,cat
cat/0274.jpg,cat,103,0,93.4625,110.255859375,dog
cat/0260.jpg,cat,209,2,107.228125,89.8388671875,dog
cat/0506.jpg,cat,29,0,62.75625,69.0751953125,cat
cat/0248.jpg,cat,0,0,116.46875,119.294921875,dog
cat/0089.jpg,cat,55,0,124.20625,117.7568359375,cat
cat/0937.jpg,cat,29,0,54.11875,63.84765625,bird
cat/0923.jpg,cat,354,0,149.3625,170.2451171875,dog
cat/0076.jpg,cat,4,0,231.5125,195.509765625,airplane
cat/0710.jpg,cat,52,0,180.403125,142.4892578125,cat
cat/0704.jpg,cat,19,0,129.696875,139.3115234375,dog
cat/0062.jpg,cat,175,0,54.79375,62.92578125,cat
cat/0738.jpg,cat,95,0,143.41875,137.2431640625,cat
cat/0048.jpg,cat,5,0,80.321875,84.8154296875,cat
cat/0712.jpg,cat,332,0,184.66875,176.0390625,bird
cat/0074.jpg,cat,106,0,149.9875,112.2197265625,horse
cat/0060.jpg,cat,106,0,82.4375,87.7529296875,cat
cat/0706.jpg,cat,0,0,149.221875,170.814453125,cat
cat/0935.jpg,cat,0,0,101.325,131.3203125,cat
cat/0921.jpg,cat,164,0,208.415625,176.373046875,dog
cat/0909.jpg,cat,9,0,166.353125,141.33203125,cat
cat/0538.jpg,cat,23,0,119.471875,131.88671875,cat
cat/0276.jpg,cat,4,0,204.784375,142.560546875,frog
cat/0510.jpg,cat,22,0,110.68125,121.8486328125,dog
cat/0504.jpg,cat,24,0,67.609375,96.8095703125,deer
cat/0262.jpg,cat,9,0,98.15,112.5029296875,cat
cat/0289.jpg,cat,357,0,13.3125,54.19140625,airplane
cat/0458.jpg,cat,25,0,54.6625,58.25390625,cat
cat/0302.jpg,cat,113,0,132.79375,132.05859375,dog
cat/0464.jpg,cat,166,0,78.146875,87.515625,cat
cat/0470.jpg,cat,1,0,154.975,130.640625,cat
cat/0316.jpg,cat,0,0,113.2,128.9990234375,cat
cat/0882.jpg,cat,60,0,42.9375,65.126953125,bird
cat/0128.jpg,cat,57,0,136.265625,148.9970703125,cat
cat/0896.jpg,cat,12,0,91.00625,96.306640625,frog
cat/0666.jpg,cat,131,0,101.096875,112.7216796875,cat
cat/0100.jpg,cat,389,0,120.115625,137.91796875,dog
cat/0114.jpg,cat,5,0,110.371875,94.8310546875,dog
cat/0672.jpg,cat,0,0,65.296875,85.6240234375,cat
cat/0699.jpg,cat,76,0,224.53125,195.8056640625,horse
cat/0841.jpg,cat,21,0,107.996875,91.6328125,cat
cat/0855.jpg,cat,379,0,116.284375,111.173828125,dog
cat/0869.jpg,cat,0,0,103.0375,104.84375,cat
cat/0868.jpg,cat,109,0,169.453125,133.1904296875,cat
cat/0854.jpg,cat,10,0,100.446875,107.4560546875,cat
cat/0840.jpg,cat,92,0,129.653125,133.548828125,cat
cat/0698.jpg,cat,1,0,135.40625,128.8671875,frog
cat/0115.jpg,cat,17,0,82.146875,66.244140625,bird
cat/0673.jpg,cat,168,0,90.75,110.890625,dog
cat/0667.jpg,cat,105,0,58.396875,63.083984375,cat
cat/0101.jpg,cat,65,0,155.39375,120.2685546875,bird
cat/0129.jpg,cat,0,8,126.859375,129.9697265625,cat
cat/0897.jpg,cat,406,0,143.96875,149.009765625,bird
cat/0883.jpg,cat,0,0,109.19375,105.306640625,cat
cat/0471.jpg,cat,3,0,93.584375,111.630859375,dog
cat/0317.jpg,cat,151,0,134.734375,145.27734375,dog
cat/0303.jpg,cat,105,0,111.340625,107.42578125,deer
cat/0465.jpg,cat,19,0,67.41875,89.552734375,cat
cat/0459.jpg,cat,359,0,123.44375,112.9375,cat
cat/0288.jpg,cat,218,0,95.4,73.9267578125,cat
cat/0505.jpg,cat,216,0,67.290625,84.654296875,cat
cat/0263.jpg,cat,13,0,195.640625,138.326171875,dog
cat/0277.jpg,cat,38,0,128.675,128.232421875,cat
cat/0511.jpg,cat,156,0,100.48125,120.6083984375,truck
cat/0539.jpg,cat,0,0,108.234375,115.0087890625,bird
cat/0908.jpg,cat,317,0,119.146875,109.822265625,frog
cat/0920.jpg,cat,299,0,135.009375,128.33203125,cat
cat/0934.jpg,cat,188,0,112.13125,126.0791015625,cat
cat/0061.jpg,cat,22,0,116.103125,106.43359375,cat
cat/0707.jpg,cat,125,0,174.534375,194.8447265625,dog
cat/0713.jpg,cat,0,0,153.065625,139.3212890625,dog
cat/0075.jpg,cat,0,0,219.69375,182.974609375,cat
cat/0049.jpg,cat,46,0,160.3125,121.8876953125,cat
cat/0774.jpg,cat,214,0,184.35625,133.6953125,cat
cat/0012.jpg,cat,0,0,127.328125,111.623046875,cat
cat/0006.jpg,cat,68,0,95.15625,78.677734375,cat
cat/0760.jpg,cat,147,0,139.51875,149.1103515625,cat
cat/0748.jpg,cat,0,0,75.009375,86.744140625,cat
cat/0990.jpg,cat,0,0,116.8375,120.6337890625,bird
cat/0984.jpg,cat,13,0,41.80625,92.7978515625,dog
cat/0953.jpg,cat,45,0,110.409375,109.25390625,cat
cat/0947.jpg,cat,61,0,187.971875,161.38671875,cat
cat/0210.jpg,cat,191,0,165.353125,130.01953125,cat
cat/0576.jpg,cat,234,0,92.878125,90.521484375,cat
cat/0562.jpg,cat,463,0,121.49375,92.435546875,cat
cat/0204.jpg,cat,0,0,66.796875,85.8154296875,deer
cat/0238.jpg,cat,0,0,58.196875,86.0146484375,cat
cat/0589.jpg,cat,0,0,114.053125,125.6767578125,dog
cat/0364.jpg,cat,0,0,99.103125,99.7353515625,frog
cat/0402.jpg,cat,14,0,194.21875,174.1728515625,cat
cat/0416.jpg,cat,117,0,112.08125,79.3173828125,dog
cat/0370.jpg,cat,211,0,97.5,105.9326171875,automobile
cat/0358.jpg,cat,124,0,86.7625,92.7509765625,cat
cat/0600.jpg,cat,73,0,126.75,135.7607421875,bird
cat/0166.jpg,cat,72,0,98.840625,94.9755859375,frog
cat/0172.jpg,cat,17,0,67.63125,72.2568359375,cat
cat/0614.jpg,cat,388,0,180.40625,161.39453125,cat
cat/0628.jpg,cat,168,0,241.61875,205.373046875,cat
cat/0827.jpg,cat,11,0,159.375,128.56640625,dog
cat/0199.jpg,cat,52,0,121.096875,116.4248046875,cat
cat/0833.jpg,cat,0,34,110.103125,112.1298828125,cat
cat/0832.jpg,cat,74,0,60.228125,101.625,cat
cat/0826.jpg,cat,0,0,114.865625,106.3798828125,frog
cat/0198.jpg,cat,0,0,34.36875,47.6455078125,bird
cat/0629.jpg,cat,1,0,93.01875,103.732421875,frog
cat/0173.jpg,cat,423,0,118.43125,104.275390625,cat
cat/0615.jpg,cat,111,0,115.953125,116.5029296875,bird
cat/0601.jpg,cat,0,0,154.240625,147.4228515625,bird
cat/0167.jpg,cat,222,0,160.090625,148.556640625,cat
cat/0359.jpg,cat,165,0,187.98125,169.5810546875,cat
cat/0417.jpg,cat,593,0,87.08125,93.7294921875,cat
cat/0371.jpg,cat,0,0,163.521875,137.4306640625,bird
cat/0365.jpg,cat,30,0,120.75,138.208984375,cat
cat/0403.jpg,cat,234,0,96.421875,99.3173828125,cat
cat/0588.jpg,cat,0,0,109.39375,117.001953125,cat
cat/0239.jpg,cat,100,0,96.153125,112.42578125,deer
cat/0563.jpg,cat,138,0,90.3375,106.6181640625,cat
cat/0205.jpg,cat,216,0,164.1375,163.9970703125,cat
cat/0211.jpg,cat,0,0,186.5,178.4501953125,bird
cat/0577.jpg,cat,0,0,173.259375,127.4404296875,cat
cat/0946.jpg,cat,0,0,109.64375,105.822265625,bird
cat/0952.jpg,cat,27,0,94.721875,95.65234375,bird
cat/0985.jpg,cat,5,0,167.571875,151.2548828125,dog
cat/0991.jpg,cat,70,0,81.928125,79.9345703125,horse
cat/0749.jpg,cat,58,0,57.3875,76.6005859375,cat
cat/0007.jpg,cat,295,0,71.21875,98.4326171875,cat
cat/0761.jpg,cat,113,0,116.6375,117.3212890625,dog
cat/0775.jpg,cat,329,0,97.478125,123.6845703125,automobile
cat/0013.jpg,cat,0,0,78.828125,77.7001953125,dog
cat/0763.jpg,cat,98,0,163.271875,129.6845703125,cat
cat/0005.jpg,cat,0,0,158.803125,128.4287109375,truck
cat/0011.jpg,cat,232,0,80.81875,93.169921875,cat
cat/0777.jpg,cat,4,0,37.084375,68.744140625,dog
cat/0987.jpg,cat,56,0,220.759375,170.8515625,cat
cat/0039.jpg,cat,30,0,99.05625,115.0771484375,dog
cat/0993.jpg,cat,198,0,141.509375,131.1474609375,frog
cat/0978.jpg,cat,20,0,154.315625,133.048828125,cat
cat/0944.jpg,cat,4,0,87.140625,97.1328125,cat
cat/0950.jpg,cat,24,0,125.39375,118.689453125,dog
cat/0788.jpg,cat,0,0,86.978125,82.365234375,bird
cat/0207.jpg,cat,12,0,54.8875,56.1826171875,cat
cat/0561.jpg,cat,8,0,100.209375,99.611328125,deer
cat/0575.jpg,cat,197,0,121.3875,126.6279296875,cat
cat/0213.jpg,cat,552,0,128.375,79.6416015625,cat
cat/0549.jpg,cat,169,0,118.14375,130.7763671875,deer
cat/0373.jpg,cat,66,0,125.86875,119.560546875,bird
cat/0415.jpg,cat,14,0,191.321875,170.849609375,cat
cat/0401.jpg,cat,15,0,182.928125,166.974609375,cat
cat/0367.jpg,cat,0,0,115.64375,101.4951171875,dog
cat/0429.jpg,cat,13,0,97.609375,106.150390625,cat
cat/0398.jpg,cat,635,0,190.003125,176.5771484375,ship
cat/0617.jpg,cat,0,0,226.946875,206.8349609375,bird
cat/0171.jpg,cat,81,0,111.590625,101.9345703125,dog
cat/0165.jpg,cat,7,0,115.890625,125.611328125,cat
cat/0603.jpg,cat,0,0,154.93125,170.9375,dog
cat/0159.jpg,cat,0,0,170.321875,119.1015625,cat
cat/0818.jpg,cat,109,0,131.903125,145.1201171875,cat
cat/0830.jpg,cat,239,0,154.39375,125.4384765625,cat
cat/0824.jpg,cat,261,0,150.24375,127.0693359375,cat
cat/0825.jpg,cat,42,0,85.0375,100.37109375,cat
cat/0831.jpg,cat,480,0,209.0625,201.056640625,airplane
cat/0819.jpg,cat,98,0,59.5375,98.6025390625,cat
cat/0158.jpg,cat,344,0,172.265625,162.88671875,cat
cat/0164.jpg,cat,175,0,112.55,126.3916015625,truck
cat/0602.jpg,cat,0,0,126.096875,128.9794921875,deer
cat/0616.jpg,cat,0,0,122.90625,124.814453125,cat
cat/0170.jpg,cat,106,0,219.23125,175.337890625,dog
cat/0399.jpg,cat,4,0,127.2,95.1240234375,deer
cat/0428.jpg,cat,22,307,144.66875,141.9130859375,cat
cat/0400.jpg,cat,0,0,111.440625,104.759765625,bird
cat/0366.jpg,cat,25,0,59.2,86.693359375,cat
cat/0372.jpg,cat,182,0,83.20625,81.681640625,dog
cat/0414.jpg,cat,147,0,85.409375,118.3203125,cat
cat/0548.jpg,cat,0,0,126.08125,117.7578125,frog
cat/0574.jpg,cat,0,0,95.90625,121.7451171875,cat
cat/0212.jpg,cat,86,0,78.265625,100.8173828125,cat
cat/0206.jpg,cat,58,0,130.10625,123.947265625,deer
cat/0560.jpg,cat,0,0,182.434375,158.287109375,cat
cat/0789.jpg,cat,176,0,141.86875,134.1318359375,cat
cat/0951.jpg,cat,0,0,107.0,103.2236328125,cat
cat/0945.jpg,cat,6,0,182.471875,175.0400390625,frog
cat/0979.jpg,cat,137,0,78.89375,91.2451171875,frog
cat/0992.jpg,cat,0,0,134.353125,122.806640625,cat
cat/0986.jpg,cat,11,0,112.83125,114.9697265625,cat
cat/0038.jpg,cat,23,0,134.196875,134.748046875,dog
cat/0010.jpg,cat,60,0,137.4375,130.21875,frog
cat/0776.jpg,cat,0,0,136.575,154.11328125,dog
cat/0762.jpg,cat,119,0,100.45625,96.10546875,cat
cat/0004.jpg,cat,11,0,113.246875,101.82421875,dog
cat/0982.jpg,cat,44,0,163.7875,154.62890625,cat
cat/0996.jpg,cat,345,0,126.31875,128.9736328125,cat
cat/0028.jpg,cat,101,0,110.653125,102.1630859375,cat
cat/0000.jpg,cat,247,0,99.228125,109.64453125,cat
cat/0766.jpg,cat,0,0,112.884375,118.1171875,cat
cat/0772.jpg,cat,172,0,24.753125,62.4130859375,frog
cat/0014.jpg,cat,2,0,103.86875,107.28515625,cat
cat/0941.jpg,cat,4,0,11.696875,64.5380859375,dog
cat/0799.jpg,cat,0,0,73.0875,67.7119140625,cat
cat/0955.jpg,cat,0,0,135.10625,133.154296875,cat
cat/0969.jpg,cat,58,0,200.4875,142.0029296875,cat
cat/0558.jpg,cat,0,0,106.675,101.43359375,cat
cat/0564.jpg,cat,7,0,139.321875,137.2646484375,deer
cat/0202.jpg,cat,0,0,130.325,137.2587890625,dog
cat/0216.jpg,cat,0,0,232.040625,182.671875,cat
cat/0570.jpg,cat,97,0,21.890625,41.0478515625,dog
cat/0438.jpg,cat,0,0,135.125,109.34375,cat
cat/0410.jpg,cat,630,0,27.653125,64.1435546875,cat
cat/0376.jpg,cat,0,0,92.75625,105.1240234375,frog
cat/0362.jpg,cat,2,0,160.31875,158.591796875,dog
cat/0404.jpg,cat,44,0,141.078125,85.4794921875,cat
cat/0389.jpg,cat,5,0,98.134375,106.0380859375,truck
cat/0148.jpg,cat,147,0,55.521875,90.197265625,dog
cat/0174.jpg,cat,0,0,140.196875,128.7587890625,dog
cat/0612.jpg,cat,0,0,206.19375,207.794921875,bird
cat/0606.jpg,cat,0,0,133.91875,115.6572265625,cat
cat/0160.jpg,cat,0,0,77.265625,95.8310546875,bird
cat/0835.jpg,cat,0,0,152.146875,131.62109375,cat
cat/0821.jpg,cat,303,0,91.503125,109.333984375,cat
cat/0809.jpg,cat,0,0,112.359375,108.47265625,cat
cat/0808.jpg,cat,0,0,132.234375,117.302734375,cat
cat/0820.jpg,cat,56,0,73.20625,70.6181640625,dog
cat/0834.jpg,cat,184,0,133.36875,127.9111328125,cat
cat/0607.jpg,cat,50,0,100.009375,117.0029296875,cat
cat/0161.jpg,cat,17,0,216.203125,165.9287109375,cat
cat/0175.jpg,cat,0,0,136.16875,121.24609375,cat
cat/0613.jpg,cat,21,0,174.653125,132.529296875,cat
cat/0149.jpg,cat,193,0,209.9125,178.548828125,dog
cat/0388.jpg,cat,0,0,67.70625,80.3857421875,frog
cat/0363.jpg,cat,56,0,105.953125,126.310546875,cat
cat/0405.jpg,cat,52,0,185.15625,137.408203125,cat
cat/0411.jpg,cat,0,0,101.496875,131.830078125,cat
cat/0377.jpg,cat,98,0,224.3625,180.7841796875,cat
cat/0439.jpg,cat,18,0,73.05,102.306640625,cat
cat/0217.jpg,cat,189,0,156.734375,134.50390625,frog
cat/0571.jpg,cat,38,0,189.5875,162.404296875,cat
cat/0565.jpg,cat,91,0,133.540625,118.4375,deer
cat/0203.jpg,cat,20,0,82.428125,113.703125,cat
cat/0559.jpg,cat,519,0,76.478125,52.8759765625,cat
cat/0968.jpg,cat,288,0,73.38125,60.19140625,cat
cat/0954.jpg,cat,161,0,60.271875,75.7666015625,cat
cat/0798.jpg,cat,22,0,231.840625,204.240234375,frog
cat/0940.jpg,cat,4,0,117.184375,122.69140625,deer
cat/0773.jpg,cat,0,0,117.628125,114.4375,frog
cat/0015.jpg,cat,19,0,73.825,100.4423828125,dog
cat/0001.jpg,cat,3,0,142.921875,163.0556640625,bird
cat/0767.jpg,cat,76,0,82.0375,137.4970703125,frog
cat/0997.jpg,cat,142,0,110.2375,117.34765625,cat
cat/0029.jpg,cat,143,0,129.065625,116.1201171875,cat
cat/0983.jpg,cat,0,0,116.2375,112.26953125,cat
cat/0995.jpg,cat,6,0,96.884375,108.9326171875,bird
cat/0759.jpg,cat,332,0,125.5375,153.5029296875,dog
cat/0981.jpg,cat,0,0,144.60625,118.6201171875,cat
cat/0017.jpg,cat,0,0,200.28125,170.92578125,cat
cat/0771.jpg,cat,467,0,150.746875,104.123046875,cat
cat/0765.jpg,cat,0,0,124.19375,112.1845703125,cat
cat/0003.jpg,cat,0,0,101.675,92.9970703125,frog
cat/0956.jpg,cat,0,0,129.8375,142.775390625,dog
cat/0942.jpg,cat,58,0,91.928125,116.990234375,dog
cat/0229.jpg,cat,10,0,75.30625,83.3115234375,horse
cat/0573.jpg,cat,78,0,131.609375,115.0068359375,deer
cat/0215.jpg,cat,137,1,192.5875,156.2890625,truck
cat/0201.jpg,cat,0,0,94.953125,99.552734375,bird
cat/0567.jpg,cat,150,0,122.41875,107.232421875,automobile
cat/0598.jpg,cat,119,0,153.86875,129.81640625,dog
cat/0349.jpg,cat,337,0,124.56875,120.7265625,deer
cat/0407.jpg,cat,104,0,110.84375,95.23828125,dog
cat/0361.jpg,cat,0,0,106.88125,120.0107421875,deer
cat/0375.jpg,cat,245,1,116.94375,96.5185546875,cat
cat/0413.jpg,cat,0,0,113.421875,107.2119140625,bird
cat/0639.jpg,cat,534,0,98.503125,115.404296875,cat
cat/0163.jpg,cat,145,0,123.246875,126.357421875,bird
cat/0605.jpg,cat,65,0,87.321875,99.4306640625,cat
cat/0611.jpg,cat,179,0,157.09375,167.201171875,horse
cat/0177.jpg,cat,0,24,133.78125,137.0322265625,frog
cat/0822.jpg,cat,0,0,118.78125,113.7490234375,truck
cat/0836.jpg,cat,167,0,118.371875,118.1298828125,cat
cat/0188.jpg,cat,105,0,107.9375,127.8798828125,bird
cat/0837.jpg,cat,0,0,115.45625,99.15625,horse
cat/0189.jpg,cat,13,0,131.86875,141.1640625,cat
cat/0823.jpg,cat,0,0,153.99375,125.671875,frog
cat/0610.jpg,cat,442,0,153.39375,151.5634765625,cat
cat/0176.jpg,cat,11,0,227.028125,215.048828125,airplane
cat/0162.jpg,cat,10,0,109.175,122.26953125,bird
cat/0604.jpg,cat,89,0,39.7875,72.939453125,cat
cat/0638.jpg,cat,20,0,91.271875,85.240234375,cat
cat/0374.jpg,cat,1,140,81.625,91.5244140625,cat
